Title,Price,Area,address,type,area_value,price_value_trieu,price_per_m2_final,House_number,Street,Ward,District,City,progress,cleaned_street
CHO THUÊ MẶT BẰNG TRUNG TÂM THỦ DẦU MỘT,Giá: 60 triệu/tháng,Diện tích: 270 m²,"Dự án N03-T5 Ngoại Giao Đoàn, Bắc Từ Liêm, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,270.0,60.0,222222.22222222225,,Đường Khu Ngoại Giao Đoàn,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,True,Đường Khu Ngoại Giao Đoàn
"CHO THUÊ SÀN TM TẦNG 1 NGOẠI GIAO ĐOÀN, 270 M LÀM CAFE, SIÊU THỊ, HAIR SALON, NHÀ HÀNG, PHÒNG KHÁM",Giá: 78 triệu/tháng,Diện tích: 156 m²,"Mặt tiền kinh doanh sầm uất , Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,156.0,78.0,500000.0,,Đường Quang Trung,Phường 8,Quận Gò Vấp,Hồ Chí Minh,True,Đường Quang Trung
MẶT TIỀN KD SẦM UẤT NHẤT P8 Đ.QUANG TRUNG 8.7X18 VỈA HÈ TO VỊ TRÍ ĐẸP,Giá: 12 triệu/tháng,Diện tích: 40 m²,"81, Đường Trương Định, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,40.0,12.0,300000.0,81,Đường Trương Định,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Trương Định
"MẶT BẰNG NGAY MẶT TIỀN TRƯƠNG ĐỊNH, QUẬN 3, 40M2 CHỈ 12 TRIỆU",Giá: 38 triệu/tháng,Diện tích: 150 m²,"Mặt Tiền KD sầm uất , Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,150.0,38.0,253333.3333333333,,Đường Nguyễn Thái Sơn,Phường 4,Quận Gò Vấp,Hồ Chí Minh,True,Đường Nguyễn Thái Sơn
MẶT TIỀN ĐỐI DIỆN BV 175 VỊ TRÍ ĐẸP KDOANH DT LỚN 9X15 NGUYỄN THÁI SƠN,Giá: 45 triệu/tháng,Diện tích: 352 m²,"Đường Tô Hiến Thành, Phường 12, Quận 10, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,352.0,45.0,127840.90909090907,,Đường Tô Hiến Thành,Phường 15,Quận 10,Hồ Chí Minh,True,Đường Tô Hiến Thành
"HOT- MẶT TIỀN TÔ HIẾN THÀNH- 4M X 22M- 4 TẦNG- P.12, QUẬN 10- GIÁ 45TR",Giá: 18 triệu/tháng,Diện tích: 70 m²,"Đường Hoa Bằng, Phường Yên Hòa, Cầu Giấy, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,70.0,18.0,257142.85714285716,,Đường Hoa Bằng,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,True,Đường Hoa Bằng
CHO THUÊ CỬA HÀNG MẶT PHỐ HOA BẰNG - YÊN HÒA - CẦU GIẤY,Giá: 2 triệu/tháng,Diện tích: 32 m²,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,32.0,2.0,62500.0,,Đường Gò Dầu,Phường Tân Quý,Quận Tân Phú,Hồ Chí Minh,True,Đường Gò Dầu
CHO THUÊ MẶT BẰNG KINH DOANH - RỘNG THOÁNG - 2 MẶT TIỀN,Giá: 20 triệu/tháng,Diện tích: 80 m²,"Đường Mai Văn Vĩnh, Phường Tân Quy, Quận 7, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,20.0,250000.0,,Đường Mai Văn Vĩnh,Phường Tân Quy,Quận 7,Hồ Chí Minh,True,Đường Mai Văn Vĩnh
"CHO THUÊ MBKD LÔ GÓC ĐƯỜNG SỐ TÂN QUY, Q7, VỊ TRÍ ĐẸP RẤT ĐÔNG KHÁCH!",Giá: 22 triệu/tháng,Diện tích: 1300 m²,"MT Cửu Long Quận Tân Bình, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,1300.0,22.0,16923.076923076922,,Cửu Long,Phường 2,Quận Tân Bình,Hồ Chí Minh,True,Đường Cửu Long
MT CỬU LONG Q TÂN BÌNH,Giá: 20 triệu/tháng,Diện tích: 45 m²,"Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,45.0,20.0,444444.4444444445,,Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Cống Quỳnh
GÓC 2MT 45M2 CỐNG QUỲNH - SÁT BÙI VIỆN KINH DOANH TỰ DO,Giá: 35 triệu/tháng,Diện tích: 306 m²,"Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,306.0,35.0,114379.08496732026,,Đường Trần Nhật Duật,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Trần Nhật Duật
"VIP- MẶT TIỀN TRẦN NHẬT DUẬT- 4.5MX17M- 4T- TÂN ĐỊNH, QUẬN 1- GIÁ 35TR",Giá: 65 triệu/tháng,Diện tích: 80 m²,"Calmette, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,65.0,812500.0,,Cầu Calmette,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Cầu Calmette
NGUYÊN CĂN NHÀ PHỐ 4X20M 1TRỆT 3LẦU MẶT TIỀN CALMETTE QUẬN 1,Giá: 180 triệu,Diện tích: 160 m²,"Nguyễn Thị Minh Khai, Phường 2, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,160.0,180.0,1125000.0,2,Đường Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
"CHO THUÊ MẶT TIỀN NGUYỄN THỊ MINH KHAI, DIỆN TÍCH 8 X 20",Giá: 200 triệu,Diện tích: 870 m²,"PHẠM VĂN ĐỒNG, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,870.0,200.0,229885.0574712644,,Phạm Văn Đồng,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Phạm Văn Đồng
"CHO THUÊ CỬA HÀNG, KI ỐT TẠI VIỆT NAM",Giá: 23 triệu/tháng,Diện tích: 80 m²,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,23.0,287500.0,,Đường Nguyễn Cửu Đàm,Phường Tân Sơn Nhì,Quận Tân Phú,Hồ Chí Minh,True,Đường Nguyễn Cửu Đàm
CHO THUÊ DÀI HẠN MT NGUYỄN CỬU ĐÀM 4X20M 3L GIÁ 23TR,Giá: 38 triệu/tháng,Diện tích: 80 m²,"Đường Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,38.0,475000.0,,Đường Hồng Bàng,Phường 12,Quận 5,Hồ Chí Minh,True,Đường Hồng Bàng
MT KINH DOANH HỒNG BÀNG QUẬN 5 -4M X20M -5LẦU -10P -8W -GIÁ 38TRIỆU,Giá: 30 triệu/tháng,Diện tích: 72 m²,"Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,72.0,30.0,416666.6666666667,,Hẻm 578 Lê Trọng Tấn,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,True,Đường Lê Trọng Tấn
GÓC 2MT LÊ TRỌNG TẤN -T6 8X9M GIÁ 30TR,Giá: 40 triệu/tháng,Diện tích: 252 m²,"NGUYỄN VĂN ĐẬU, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,252.0,40.0,158730.15873015873,11,Đường Nguyễn Văn Đậu,Phường 6,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Nguyễn Văn Đậu
"2 MẶT TIỀN K.DOANH Đ.NGUYỄN VĂN ĐẬU, P11 (TRỆT 2 LẦU 6M X 14M) NHÀ MỚI",Giá: 18 triệu/tháng,Diện tích: 76 m²,"Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,76.0,18.0,236842.1052631579,,Hẻm 2 Tân Sơn Nhì,Phường Tân Sơn Nhì,Quận Tân Phú,Hồ Chí Minh,True,Đường Tân Sơn Nhì
"MT TÂN SƠN NHÌ 4X18M CÓ GÁC, KINH DOANH TỰ DO",Giá: 16 triệu/tháng,Diện tích: 92 m²,"Quốc lộ 1K, Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,92.0,16.0,173913.04347826086,,Quốc Lộ 1K,Phường Đông Hòa,Dĩ An,Bình Dương,True,Quốc Lộ 1K
CHO THUÊ NHÀ FULL NỘI THẤT - MT QUỐC LỘ 1K,Giá: 12 triệu/tháng,Diện tích: 325 m²,"Võ Văn Kiệt, Phường Khánh Xuân, Thành phố Buôn Ma Thuột, Đắk Lắk",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,325.0,12.0,36923.07692307692,,Đường Võ Văn Kiệt,Phường Khánh Xuân,Buôn Ma Thuột,Đắk Lắk,True,Đường Võ Văn Kiệt
CHO THUÊ MẶT BẰNG KD MẶT TIỀN QLO 14 GẦN BẾN XE PHÍA NAM,Giá: 60 triệu/tháng,Diện tích: 1000 m²,"Quốc Lộ 91b, Phường Trường Lạc, Quận Ô Môn, Cần Thơ",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,1000.0,60.0,60000.0,,,Phường Trường Lạc,Quận Ô Môn,Cần Thơ,True,Đường 
CHO THUÊ KHO 1000M2 MỚI 100% MẶT TIỀN QUỐC LỘ 91B,Giá: 35 triệu/tháng,Diện tích: 90 m²,"Trung Yên 11, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,90.0,35.0,388888.8888888889,,Đường Trung Yên 11,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,True,Đường Trung Yên 11
"CHO THUÊ CĂN NHÀ B24 ĐƯỜNG TRUNG YÊN 11, DT 90M2 X 5 TẦNG, MẶT TIỀN 5M",Giá: 17 triệu/tháng,Diện tích: 300 m²,"Quốc Lộ 91b, Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,300.0,17.0,56666.66666666666,,Quốc Lộ 91B,Phường Long Tuyền,Quận Bình Thủy,Cần Thơ,True,Quốc Lộ 91B
CHO THUÊ KHO MỚI 300M2 MẶT TIỀN QUỐC LỘ 91B,Giá: 32 triệu/tháng,Diện tích: 160 m²,"Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,160.0,32.0,200000.0,,Phan Văn Hớn,Xã Bà Điểm,Huyện Hóc Môn,Hồ Chí Minh,True,Đường Phan Văn Hớn
10X16M MẶT TIỀN PHAN VĂN HỚN KHÚC CHỢ BÀ ĐIỂM HƯỚNG RA QUỐC LỘ 32TR TL,Giá: 40 triệu/tháng,Diện tích: 100 m²,"Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,40.0,400000.0,,Đường Phạm Ngọc Thạch,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Phạm Ngọc Thạch
NGAY HỒ CON RÙA- MẶT TIỀN PHẠM NGỌC THẠCH QUẬN 3 (4X25M)- GIÁ CHỈ 40TR,Giá: 9 triệu/tháng,Diện tích: 36 m²,"Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,36.0,9.0,250000.0,,Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp,Hồ Chí Minh,True,Đường Nguyễn Oanh
"SANG TOÀN BỘ SHOP NAILL ĐẸP, XIN SÒ MẶT TIỀN ĐƯỜNG NGUYỄN OANH",Giá: 30 triệu/tháng,Diện tích: 215 m²,"Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,215.0,30.0,139534.88372093023,,Đường Phạm Hùng,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,True,Đường Phạm Hùng
"CHO THUÊ NHÀ 3 TẦNG MẶT TIỀN PHẠM HÙNG, ĐOẠN CUỐI GẦN CHỢ MIẾU BÔNG",Giá: 33 triệu/tháng,Diện tích: 240 m²,"Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,240.0,33.0,137500.0,,Đường Nguyễn Văn Nguyễn,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Văn Nguyễn
"VIP- MẶT TIỀN NGUYỄN VĂN NGUYỄN- 4MX15M- 4T- TÂN ĐỊNH,QUẬN 1- GIÁ 33TR",Giá: 23 triệu/tháng,Diện tích: 110 m²,"Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,110.0,23.0,209090.9090909091,,Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp,Hồ Chí Minh,True,Đường Nguyễn Oanh
"MẶT TIỀN ĐƯỜNG NGUYỄN OANH, KINH DOANH SẦM UẤT, VỊ TRÍ ĐẸP",Giá: 15 triệu/tháng,Diện tích: 30 m²,"479 Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,30.0,15.0,500000.0,479,Đường Thống Nhất,Phường 16,Quận Gò Vấp,Hồ Chí Minh,True,Đường Thống Nhất
"CHO THUÊ MẶT BẰNG KINH DOANH MẶT TIỀN ĐƯỜNG THỐNG NHẤT, GÒ VẤP","Giá: 24,5 triệu/tháng",Diện tích: 190 m²,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,190.0,24.5,128947.36842105264,10,Đường Quang Trung,Phường 8,Quận Gò Vấp,Hồ Chí Minh,True,Đường Quang Trung
"MẶT TIỀN ĐƯỜNG QUANG TRUNG, VỊ TRÍ ĐẸP, KD SẦM UẤT",Giá: 85 triệu/tháng,Diện tích: 190 m²,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,190.0,85.0,447368.4210526316,,Đường Hai Bà Trưng,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Hai Bà Trưng
MẶT TIỀN HAI BÀ TRƯNG - QUẬN 1 ( NGANG 4.5 X 20M ) 2 TẦNG TRỐNG SUỐT,Giá: 10 triệu/tháng,Diện tích: 60 m²,"Tố Hữu , Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,60.0,10.0,166666.66666666666,,Đường Tố Hữu,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,True,Đường Tố Hữu
NHÀ NGUYÊN CĂN DẠNG MẶT BẰNG THÔNG SUỐT MT ĐƯỜNG TỐ HỮU,Giá: 15 triệu/tháng,Diện tích: 125 m²,"Điện Biên Phủ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,125.0,15.0,120000.0,,Đường Điện Biên Phủ,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,True,Đường Điện Biên Phủ
"MẶT TIỀN ĐIỆN BIÊN PHỦ: CẤP 4 TRỐNG SUỐT, MỚI, ĐẸP",Giá: 15 triệu/tháng,Diện tích: 80 m²,"Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,15.0,187500.0,7,Đường Phan Văn Trị,Phường 10,Quận Gò Vấp,Hồ Chí Minh,True,Đường Phan Văn Trị
"MẶT TIỀN ĐƯỜNG PHAN VĂN TRỊ, VỊ TRÍ ĐẸP NGAY CITY LAND PHƯỜNG 7",Giá: 30 triệu/tháng,Diện tích: 120 m²,"Phan Xích Long, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,120.0,30.0,250000.0,,Đường Phan Xích Long,Phường 2,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Phan Xích Long
MBKD_120M2_MẶT TIỀN PHAN XÍCH LONG_LỐI ĐI RIÊNG_KHU PHỐ ẨM THỰC_WC RIE,Giá: 20 triệu/tháng,Diện tích: 120 m²,"Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,120.0,20.0,166666.66666666666,,Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp,Hồ Chí Minh,True,Đường Nguyễn Oanh
"MẶT TIỀN ĐƯỜNG NGUYỄN OANH, VỊ TRÍ SIÊU ĐẸP",Giá: 50 triệu/tháng,Diện tích: 200 m²,"Đường Huỳnh Mẫn Đạt, Phường 7, Quận 5, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,200.0,50.0,250000.0,,Đường Huỳnh Mẫn Đạt,Phường 7,Quận 5,Hồ Chí Minh,True,Đường Huỳnh Mẫn Đạt
NGANG 15M - NHÀ MẶT TIỀN ĐƯỜNG HUỲNH MẪN ĐẠT QUẬN 5.,Giá: 35 triệu/tháng,Diện tích: 350 m²,"Đường Phạm Văn Đồng, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,350.0,35.0,100000.0,,Đường Phạm Văn Đồng,Phường 3,Quận Gò Vấp,Hồ Chí Minh,True,Đường Phạm Văn Đồng
"NỞ HẬU 10M, MẶT TIỀN ĐƯỜNG PHẠM VĂN ĐỒNG, VỌI TRÍ ĐẸP",Giá: 13 triệu/tháng,Diện tích: 60 m²,"Đường Võ Thị Sáu, Phường Thống Nhất, Biên Hòa, Đồng Nai",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,60.0,13.0,216666.66666666663,,Đường Võ Thị Sáu,Phường Thống Nhất,Biên Hòa,Đồng Nai,True,Đường Võ Thị Sáu
"SANG MB VÕ THỊ SÁU, CÁCH UBND BIÊN HOÀ 100M TIỆN KINH DOANH",Giá: 100 triệu,Diện tích: 130 m²,"Đường 2/9, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,130.0,100.0,769230.7692307692,,,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,True,Đường 
CHO THUÊ LÔ GÓC 2 MẶT TIỀN ĐƯỜNG 2/9 NGANG 20M,Giá: 18 triệu/tháng,Diện tích: 96 m²,"Đường Nguyễn Ái Quốc, Phường Trung Dũng, Thành phố Biên Hòa, Đồng Nai",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,96.0,18.0,187500.0,,Đường Nguyễn Ái Quốc,Phường Trung Dũng,Biên Hòa,Đồng Nai,True,Đường Nguyễn Ái Quốc
CHO THUÊ MẶT BẰNG KINH DOANH 2 MẶT TIỀN ĐƯỜNG NGUYỄN ÁI QUỐC,"Giá: 1,3 tỷ",Diện tích: 2300 m²,"140-150, Ba Tháng Hai, Phường 12, Quận 10, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,2300.0,1300.0,565217.3913043478,140,Đường 3 Tháng 2,Phường 12,Quận 10,Hồ Chí Minh,True,Đường Đường 3 Tháng 2
"CHO THUÊ CỬA HÀNG, KI ỐT TẠI VIỆT NAM",Giá: 82 triệu/tháng,Diện tích: 230 m²,"Dự án Sarina Condominium, Quận 2, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,230.0,82.0,356521.73913043475,,,,Quận 1,Hồ Chí Minh,True,Đường 
"CĂN GÓC SHOPHOUSE SARINA, SARIMI, SARITOWN SALA, 82 TRIỆU/THÁNG - HOÀN THIỆN - LH 0931490506","Giá: 5,5 triệu/tháng",Diện tích: 85 m²,"Bàu năng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,85.0,5.5,64705.882352941175,,,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,True,Đường 
KHO MT BÀU NĂNG GẦN HOÀNG THỊ LOAN,Giá: 13 triệu/tháng,Diện tích: 30 m²,"751, Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,30.0,13.0,433333.3333333333,751,Đường Phan Văn Trị,Phường 7,Quận Gò Vấp,Hồ Chí Minh,True,Đường Phan Văn Trị
SANG SHOP GIÀY DÉP THÁI LAN MT PHAN VĂN TRỊ P.7 GV,Giá: 70 triệu/tháng,Diện tích: 1500 m²,"1170, Quốc lộ 1, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,1500.0,70.0,46666.66666666666,,Quốc Lộ 1A,Phường Đông Hưng Thuận,Quận 12,Hồ Chí Minh,True,Quốc Lộ 1A
CHO THUÊ KHO XƯỞNG 1500M2 MT XE CÔNG 40F CV QUANG TRUNG Q12,Giá: 28 triệu/tháng,Diện tích: 100 m²,"Đường Võ Công Tồn, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,28.0,280000.0,,Đường Võ Công Tồn,Phường Tân Quý,Quận Tân Phú,Hồ Chí Minh,True,Đường Võ Công Tồn
CHO THUÊ TÒA NHÀ MẶT TIỀN ĐƯỜNG VÕ CÔNG TỒN,Giá: 35 triệu/tháng,Diện tích: 100 m²,"Đường Thạch Lam, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,35.0,350000.0,,Đường Thạch Lam,Phường Phú Thạnh,Quận Tân Phú,Hồ Chí Minh,True,Đường Thạch Lam
CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN ĐƯỜNG THẠCH LAM,"Giá: 2,8 triệu/tháng",Diện tích: 48 m²,GẦN CẦU ÔNG BỐ,search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,48.0,2.8,58333.333333333336,,Cầu Long Bình,សំពៅពូន,កោះធំ,កណ្ដាល,True,Đường Cầu Long Bình
"NHÀ TRỌ MẶT TIỀN – BUÔN BÁN ĐƯỢC - GẦN CẦU ÔNG BỐ - 2,8 TRIỆU /////////////////",Giá: 20 triệu/tháng,Diện tích: 72 m²,"Rạch Bùng Binh, Phường 9, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,72.0,20.0,277777.7777777777,7,Đường Rạch Bùng Binh,Phường 10,Quận 3,Hồ Chí Minh,True,Đường Rạch Bùng Binh
"CHO THUÊ CỬA HÀNG, KI ỐT TẠI VIỆT NAM",Giá: 35 triệu/tháng,Diện tích: 84 m²,"Mặt Tiền Mậu Thân, Phường An Phú, Quận Ninh Kiều, Cần Thơ",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,84.0,35.0,416666.6666666667,,Đường Mâu Thân,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True,Đường Mâu Thân
"CHO THUÊ NHÀ TRỆT 3 LẦU MẶT TIỀN MẬU THÂN, AN PHÚ",Giá: 12 triệu/tháng,Diện tích: 100 m²,"Trần Bạch Đằng, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,12.0,120000.0,,Đường Trần Bạch Đằng,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True,Đường Trần Bạch Đằng
CHO THUÊ NHÀ TRỆT LỬNG MẶT TIỀN TRẦN BẠCH ĐẰNG,Giá: 70 triệu/tháng,Diện tích: 335 m²,"Đường Cao Thắng, Phường 4, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,335.0,70.0,208955.223880597,4,Đường Cao Thắng,Phường 12,Quận 10,Hồ Chí Minh,True,Đường Cao Thắng
NGANG 9M - CHO THUÊ NHÀ GÓC 2MT CAO THẮNG - NĐC P4 QUẬN 3 CHỈ 70TR/TH,Giá: 25 triệu/tháng,Diện tích: 80 m²,"Trường Sa, Phường 3, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,25.0,312500.0,3,Đường Trường Sa,Phường 14,Quận 3,Hồ Chí Minh,True,Đường Trường Sa
